Anchor;A;B;Annotator00;Annotator04;Annotator02;Annotator05;Annotator06;Annotator08;Annotator07;Annotator10;Annotator01;Annotator09;Annotator03
Mathematical Software;Machine Learning;Symbolic Computation;['B'];;;['B'];['B'];;['0'];;['B'];;
Mathematical Software;Machine Learning;Systems and Control;['A'];;;;;['A'];;['0'];['0'];['0'];
Mathematical Software;Multiagent Systems;Computer Science and Game Theory;['0'];;;['0'];['0'];;['0'];;['B'];;
Mathematical Software;Multiagent Systems;Graphics;['A'];['0'];['0'];;;;;;['B'];;['0']
Mathematical Software;Multiagent Systems;Human-Computer Interaction;['0'];;;;;['B'];;['0'];['0'];['0'];
Mathematical Software;Multiagent Systems;Information Retrieval;['A'];['0'];['0'];;;;;;['0'];;['0']
Mathematical Software;Multiagent Systems;Information Theory;['A'];['B'];['B'];;;;;;['B'];;['0']
Mathematical Software;Multiagent Systems;Logic in Computer Science;['A'];['B'];['B'];;;;;;['B'];;['0']
Mathematical Software;Multiagent Systems;Networking and Internet Architecture;['0'];;;['0'];['0'];;['0'];;['0'];;
Mathematical Software;Multiagent Systems;Systems and Control;['A'];['0'];['B'];;;;;;['B'];;['0']
Mathematical Software;Multimedia;Information Retrieval;['0'];;;;;['B'];;['0'];['0'];['0'];
Mathematical Software;Operating Systems;Computer Science and Game Theory;['0'];;;;;['A'];;['0'];['B'];['0'];
Mathematical Software;Operating Systems;Machine Learning;['0'];;;['0'];['0'];;['0'];;['B'];;
Mathematical Software;Operating Systems;Networking and Internet Architecture;['0'];['A'];['A'];;;;;;['0'];;['0']
Mathematical Software;Programming Languages;Cryptography and Security;['B'];;;;;['A'];;['0'];['B'];['0'];
Mathematical Software;Programming Languages;Distributed, Parallel, and Cluster Computing;['0'];['0'];['0'];;;;;;['A'];;['A']
Mathematical Software;Programming Languages;Formal Languages and Automata Theory;['0'];;;['0'];['0'];;['0'];;['B'];;
Mathematical Software;Programming Languages;Graphics;['B'];['0'];['0'];;;;;;['A'];;['0']
Mathematical Software;Programming Languages;Information Theory;['B'];;;;;['A'];;['0'];['B'];['0'];
Mathematical Software;Programming Languages;Logic in Computer Science;['0'];;;;;['B'];;['0'];['B'];['B'];
Mathematical Software;Programming Languages;Networking and Internet Architecture;['0'];;;['0'];['0'];;['0'];;['A'];;
Mathematical Software;Robotics;Artificial Intelligence;['0'];;;['0'];['0'];;['0'];;['B'];;
Mathematical Software;Robotics;Information Theory;['B'];;;['0'];['0'];;['0'];;['0'];;
Mathematical Software;Robotics;Machine Learning;['B'];['A'];['0'];;;;;;['B'];;['0']
Mathematical Software;Robotics;Symbolic Computation;['B'];;;;;['B'];;['B'];['B'];['B'];
Mathematical Software;Software Engineering;Computational Complexity;['B'];['A'];['B'];;;;;;['B'];;['B']
Mathematical Software;Software Engineering;Computational Geometry;['B'];['A'];['B'];;;;;;['B'];;['B']
Mathematical Software;Software Engineering;Computer Vision and Pattern Recognition;['B'];['A'];['A'];;;;;;['A'];;['0']
Mathematical Software;Sound;Computational Complexity;['0'];;;;;['B'];;['0'];['B'];['0'];
Mathematical Software;Sound;Computer Science and Game Theory;['0'];['B'];['0'];;;;;;['A'];;['0']
Mathematical Software;Sound;Information Retrieval;['0'];;;;;['B'];;['0'];['0'];['0'];
Mathematical Software;Sound;Multimedia;['0'];;;['A'];['0'];;['0'];;['0'];;
Mathematical Software;Sound;Systems and Control;['0'];['0'];['0'];;;;;;['B'];;['0']
Mathematical Software;Systems and Control;Computer Vision and Pattern Recognition;['B'];['0'];['0'];;;;;;['A'];;['0']
Multiagent Systems;Computation and Language;Artificial Intelligence;['B'];;;;;['B'];;['B'];['B'];['B'];
Multiagent Systems;Computation and Language;Computer Vision and Pattern Recognition;['B'];['A'];['0'];;;;;;['0'];;['0']
Multiagent Systems;Computation and Language;Cryptography and Security;['A'];;;;;['0'];;['0'];['B'];['A'];
Multiagent Systems;Computation and Language;Formal Languages and Automata Theory;['A'];['A'];['0'];;;;;;['0'];;['0']
Multiagent Systems;Computation and Language;Software Engineering;['A'];;;['B'];['B'];;['0'];;['B'];;
Multiagent Systems;Computational Complexity;Computer Science and Game Theory;['0'];;;;;['A'];;['0'];['0'];['A'];
Multiagent Systems;Computational Complexity;Networking and Internet Architecture;['A'];;;['B'];['B'];;['0'];;['B'];;
Multiagent Systems;Computational Geometry;Information Retrieval;['A'];;;;;['B'];;['A'];['0'];['B'];
Multiagent Systems;Computational Geometry;Information Theory;['A'];;;;;['B'];;['A'];['0'];['0'];
Multiagent Systems;Computer Science and Game Theory;Numerical Analysis;['B'];;;['A'];['A'];;['0'];;['A'];;
Multiagent Systems;Computer Vision and Pattern Recognition;Artificial Intelligence;['B'];;;['A'];['B'];;['0'];;['0'];;
Multiagent Systems;Computer Vision and Pattern Recognition;Numerical Analysis;['A'];;;;;['0'];;['B'];['A'];['A'];
Multiagent Systems;Cryptography and Security;Information Retrieval;['B'];['B'];['B'];;;;;;['A'];;['0']
Multiagent Systems;Cryptography and Security;Numerical Analysis;['B'];;;['0'];['0'];;['0'];;['A'];;
Multiagent Systems;Databases;Computation and Language;['B'];;;['0'];['0'];;['0'];;['A'];;
Multiagent Systems;Databases;Computational Complexity;['B'];['0'];['B'];;;;;;['A'];;['B']
Multiagent Systems;Databases;Computer Science and Game Theory;['0'];;;;;['B'];;['0'];['A'];['A'];
Multiagent Systems;Databases;Cryptography and Security;['0'];['B'];['A'];;;;;;['B'];;['0']
Multiagent Systems;Databases;Digital Libraries;['0'];;;;;['0'];;['0'];['B'];['0'];
Multiagent Systems;Databases;Graphics;['0'];;;;;['0'];;['0'];['A'];['B'];
Multiagent Systems;Databases;Mathematical Software;['B'];;;['0'];['0'];;['0'];;['A'];;
Multiagent Systems;Databases;Systems and Control;['0'];['0'];['A'];;;;;;['B'];;['0']
Multiagent Systems;Digital Libraries;Graphics;['A'];;;['0'];['0'];;['0'];;['A'];;
Multiagent Systems;Digital Libraries;Information Retrieval;['B'];;;['0'];['0'];;['0'];;['A'];;
Multiagent Systems;Digital Libraries;Machine Learning;['B'];;;['B'];['B'];;['0'];;['A'];;
Multiagent Systems;Digital Libraries;Multimedia;['0'];;;;;['0'];;['0'];['A'];['B'];
Multiagent Systems;Digital Libraries;Numerical Analysis;['B'];;;;;['0'];;['B'];['A'];['0'];
Multiagent Systems;Digital Libraries;Robotics;['B'];;;;;['B'];;['B'];['B'];['B'];
Multiagent Systems;Digital Libraries;Software Engineering;['0'];;;;;['0'];;['0'];['A'];['0'];
Multiagent Systems;Discrete Mathematics;Artificial Intelligence;['B'];['B'];['B'];;;;;;['B'];;['A']
Multiagent Systems;Discrete Mathematics;Mathematical Software;['A'];;;;;['0'];;['0'];['0'];['0'];
Multiagent Systems;Discrete Mathematics;Operating Systems;['0'];;;;;['0'];;['0'];['B'];['0'];
Multiagent Systems;Discrete Mathematics;Sound;['A'];;;['0'];['0'];;['0'];;['0'];;
Multiagent Systems;Distributed, Parallel, and Cluster Computing;Computation and Language;['B'];;;['A'];['A'];;['0'];;['A'];;
Multiagent Systems;Distributed, Parallel, and Cluster Computing;Computer Science and Game Theory;['A'];;;;;['A'];;['0'];['A'];['0'];
Multiagent Systems;Distributed, Parallel, and Cluster Computing;Mathematical Software;['0'];['A'];['0'];;;;;;['A'];;['0']
Multiagent Systems;Distributed, Parallel, and Cluster Computing;Numerical Analysis;['B'];;;['A'];['A'];;['0'];;['A'];;
Multiagent Systems;Distributed, Parallel, and Cluster Computing;Robotics;['B'];['B'];['B'];;;;;;['B'];;['0']
Multiagent Systems;Distributed, Parallel, and Cluster Computing;Symbolic Computation;['B'];;;['A'];['A'];;['0'];;['A'];;
Multiagent Systems;Formal Languages and Automata Theory;Computational Geometry;['A'];;;;;['0'];;['B'];['0'];['A'];
Multiagent Systems;Formal Languages and Automata Theory;Computer Vision and Pattern Recognition;['A'];;;['0'];['0'];;['0'];;['0'];;
Multiagent Systems;Formal Languages and Automata Theory;Multimedia;['A'];['0'];['B'];;;;;;['B'];;['0']
Multiagent Systems;Graphics;Computational Complexity;['B'];;;['0'];['0'];;['0'];;['A'];;
Multiagent Systems;Graphics;Computer Science and Game Theory;['0'];;;;;['B'];;['0'];['0'];['A'];
Multiagent Systems;Hardware Architecture;Computational Geometry;['B'];;;['0'];['0'];;['0'];;['A'];;
Multiagent Systems;Hardware Architecture;Computer Vision and Pattern Recognition;['B'];;;['0'];['0'];;['0'];;['A'];;
Multiagent Systems;Hardware Architecture;Cryptography and Security;['A'];;;;;['0'];;['0'];['B'];['0'];
Multiagent Systems;Hardware Architecture;Graphics;['A'];;;;;['0'];;['0'];['A'];['B'];
Multiagent Systems;Hardware Architecture;Networking and Internet Architecture;['0'];['0'];['B'];;;;;;['B'];;['A']
Multiagent Systems;Hardware Architecture;Operating Systems;['A'];;;;;['0'];;['0'];['B'];['0'];
Multiagent Systems;Hardware Architecture;Programming Languages;['B'];['0'];['0'];;;;;;['A'];;['A']
Multiagent Systems;Human-Computer Interaction;Computational Complexity;['0'];;;;;['B'];;['A'];['A'];['A'];
Multiagent Systems;Human-Computer Interaction;Computational Geometry;['B'];;;;;['0'];;['A'];['A'];['A'];
Multiagent Systems;Human-Computer Interaction;Computer Vision and Pattern Recognition;['B'];;;;;['0'];;['A'];['A'];['A'];
Multiagent Systems;Human-Computer Interaction;Information Theory;['B'];['A'];['B'];;;;;;['A'];;['A']
Multiagent Systems;Human-Computer Interaction;Numerical Analysis;['B'];;;['0'];['A'];;['0'];;['A'];;
Multiagent Systems;Information Theory;Artificial Intelligence;['B'];;;['B'];['B'];;['0'];;['0'];;
Multiagent Systems;Information Theory;Computer Vision and Pattern Recognition;['B'];['B'];['A'];;;;;;['0'];;['0']
Multiagent Systems;Information Theory;Logic in Computer Science;['B'];['B'];['A'];;;;;;['0'];;['0']
Multiagent Systems;Information Theory;Mathematical Software;['A'];;;['0'];['0'];;['0'];;['0'];;
Multiagent Systems;Logic in Computer Science;Artificial Intelligence;['B'];;;['B'];['B'];;['0'];;['0'];;
Multiagent Systems;Logic in Computer Science;Information Retrieval;['B'];;;['0'];['0'];;['0'];;['0'];;
Multiagent Systems;Logic in Computer Science;Systems and Control;['A'];;;['B'];['B'];;['0'];;['B'];;
Multiagent Systems;Machine Learning;Cryptography and Security;['A'];;;['A'];['0'];;['0'];;['B'];;
Multiagent Systems;Machine Learning;Information Retrieval;['A'];['B'];['A'];;;;;;['A'];;['0']
Multiagent Systems;Machine Learning;Sound;['A'];['A'];['A'];;;;;;['B'];;['0']
Multiagent Systems;Mathematical Software;Information Retrieval;['B'];;;;;['B'];;['0'];['0'];['B'];
Multiagent Systems;Mathematical Software;Numerical Analysis;['B'];;;;;['0'];;['B'];['0'];['0'];
Multiagent Systems;Multimedia;Computer Vision and Pattern Recognition;['B'];['B'];['A'];;;;;;['A'];;['0']
Multiagent Systems;Multimedia;Information Retrieval;['B'];;;;;['B'];;['0'];['0'];['B'];
Multiagent Systems;Multimedia;Numerical Analysis;['B'];;;['0'];['A'];;['0'];;['A'];;
Multiagent Systems;Multimedia;Symbolic Computation;['B'];;;['0'];['A'];;['0'];;['A'];;
Multiagent Systems;Operating Systems;Computer Science and Game Theory;['0'];;;;;['B'];;['0'];['A'];['0'];
Multiagent Systems;Operating Systems;Information Theory;['B'];;;;;['B'];;['0'];['A'];['0'];
Multiagent Systems;Operating Systems;Machine Learning;['B'];;;;;['0'];;['B'];['A'];['B'];
Multiagent Systems;Operating Systems;Numerical Analysis;['B'];['A'];['A'];;;;;;['A'];;['B']
Multiagent Systems;Programming Languages;Artificial Intelligence;['B'];['B'];['B'];;;;;;['0'];;['A']
Multiagent Systems;Programming Languages;Computational Geometry;['B'];;;['0'];['0'];;['0'];;['0'];;
Multiagent Systems;Programming Languages;Computer Science and Game Theory;['0'];;;;;['B'];;['0'];['0'];['0'];
Multiagent Systems;Programming Languages;Graphics;['0'];;;;;['0'];;['0'];['0'];['0'];
Multiagent Systems;Programming Languages;Machine Learning;['B'];['B'];['B'];;;;;;['0'];;['A']
Multiagent Systems;Programming Languages;Operating Systems;['0'];;;['0'];['0'];;['0'];;['B'];;
Multiagent Systems;Robotics;Computational Complexity;['A'];['A'];['A'];;;;;;['A'];;['B']
Multiagent Systems;Robotics;Computational Geometry;['A'];;;;;['A'];;['A'];['A'];['A'];
Multiagent Systems;Robotics;Computer Science and Game Theory;['A'];['B'];['A'];;;;;;['A'];;['0']
Multiagent Systems;Robotics;Graphics;['A'];;;;;['A'];;['A'];['A'];['A'];
Multiagent Systems;Robotics;Mathematical Software;['A'];['A'];['A'];;;;;;['A'];;['B']
Multiagent Systems;Robotics;Networking and Internet Architecture;['A'];;;;;['A'];;['A'];['A'];['A'];
Multiagent Systems;Sound;Graphics;['0'];['0'];['0'];;;;;;['A'];;['0']
Multiagent Systems;Sound;Information Retrieval;['B'];['B'];['B'];;;;;;['A'];;['0']
Multiagent Systems;Sound;Numerical Analysis;['B'];;;;;['0'];;['B'];['0'];['A'];
Multiagent Systems;Sound;Symbolic Computation;['B'];;;;;['0'];;['A'];['0'];['A'];
Multiagent Systems;Systems and Control;Computational Complexity;['0'];;;;;['B'];;['0'];['A'];['B'];
Multiagent Systems;Systems and Control;Mathematical Software;['0'];['0'];['A'];;;;;;['A'];;['A']
Multimedia;Computation and Language;Computational Complexity;['0'];;;['0'];['A'];;['0'];;['A'];;
Multimedia;Computation and Language;Computer Vision and Pattern Recognition;['0'];;;;;['B'];;['B'];['B'];['B'];
Multimedia;Computation and Language;Numerical Analysis;['B'];;;;;['0'];;['A'];['0'];['A'];
Multimedia;Computational Complexity;Numerical Analysis;['B'];['0'];['0'];;;;;;['A'];;['0']
Multimedia;Computational Geometry;Computer Science and Game Theory;['A'];;;['0'];['B'];;['0'];;['B'];;
Multimedia;Computational Geometry;Symbolic Computation;['A'];['A'];['0'];;;;;;['0'];;['0']
Multimedia;Computational Geometry;Systems and Control;['A'];['A'];['0'];;;;;;['B'];;['0']
Multimedia;Computer Science and Game Theory;Symbolic Computation;['0'];['0'];['A'];;;;;;['A'];;['0']
Multimedia;Cryptography and Security;Computational Complexity;['0'];;;;;['0'];;['0'];['0'];['B'];
Multimedia;Cryptography and Security;Computer Vision and Pattern Recognition;['0'];['B'];['B'];;;;;;['B'];;['0']
Multimedia;Cryptography and Security;Systems and Control;['0'];;;;;['0'];;['0'];['0'];['0'];
Multimedia;Databases;Distributed, Parallel, and Cluster Computing;['A'];;;['0'];['B'];;['0'];;['A'];;
Multimedia;Databases;Graphics;['B'];;;;;['B'];;['0'];['B'];['B'];
Multimedia;Databases;Information Theory;['A'];;;['0'];['B'];;['0'];;['A'];;
Multimedia;Databases;Logic in Computer Science;['A'];['A'];['A'];;;;;;['A'];;['0']
Multimedia;Databases;Mathematical Software;['A'];;;['0'];['0'];;['0'];;['A'];;
Multimedia;Databases;Robotics;['A'];['A'];['A'];;;;;;['B'];;['0']
Multimedia;Databases;Software Engineering;['A'];['A'];['A'];;;;;;['A'];;['0']
Multimedia;Digital Libraries;Computation and Language;['A'];['A'];['B'];;;;;;['A'];;['A']
Multimedia;Digital Libraries;Computer Science and Game Theory;['A'];;;['A'];['A'];;['A'];;['A'];;
Multimedia;Digital Libraries;Computer Vision and Pattern Recognition;['A'];;;['A'];['A'];;['A'];;['A'];;
Multimedia;Digital Libraries;Discrete Mathematics;['A'];;;;;['A'];;['A'];['A'];['0'];
Multimedia;Digital Libraries;Distributed, Parallel, and Cluster Computing;['A'];;;;;['A'];;['A'];['A'];['0'];
Multimedia;Digital Libraries;Human-Computer Interaction;['A'];['A'];['B'];;;;;;['A'];;['A']
Multimedia;Digital Libraries;Machine Learning;['A'];;;['A'];['A'];;['A'];;['A'];;
Multimedia;Digital Libraries;Numerical Analysis;['A'];['A'];['A'];;;;;;['A'];;['A']
Multimedia;Digital Libraries;Software Engineering;['A'];;;;;['A'];;['A'];['A'];['0'];
Multimedia;Discrete Mathematics;Computer Vision and Pattern Recognition;['A'];;;;;['B'];;['B'];['B'];['0'];
Multimedia;Discrete Mathematics;Cryptography and Security;['A'];;;;;['0'];;['0'];['0'];['0'];
Multimedia;Discrete Mathematics;Distributed, Parallel, and Cluster Computing;['0'];['0'];['0'];;;;;;['B'];;['0']
Multimedia;Discrete Mathematics;Human-Computer Interaction;['B'];;;['0'];['0'];;['B'];;['B'];;
Multimedia;Discrete Mathematics;Information Retrieval;['B'];;;['0'];['0'];;['0'];;['B'];;
Multimedia;Discrete Mathematics;Information Theory;['B'];;;['0'];['0'];;['0'];;['0'];;
Multimedia;Discrete Mathematics;Logic in Computer Science;['0'];;;['0'];['0'];;['0'];;['0'];;
Multimedia;Discrete Mathematics;Operating Systems;['B'];['0'];['B'];;;;;;['B'];;['0']
Multimedia;Discrete Mathematics;Programming Languages;['A'];;;;;['0'];;['0'];['0'];['0'];
Multimedia;Distributed, Parallel, and Cluster Computing;Computation and Language;['0'];;;['0'];['0'];;['0'];;['B'];;
Multimedia;Distributed, Parallel, and Cluster Computing;Cryptography and Security;['0'];;;['0'];['0'];;['0'];;['0'];;
Multimedia;Distributed, Parallel, and Cluster Computing;Logic in Computer Science;['0'];;;['0'];['0'];;['0'];;['0'];;
Multimedia;Distributed, Parallel, and Cluster Computing;Machine Learning;['0'];;;;;['0'];;['B'];['B'];['0'];
Multimedia;Distributed, Parallel, and Cluster Computing;Sound;['B'];['B'];['B'];;;;;;['B'];;['B']
Multimedia;Formal Languages and Automata Theory;Computational Geometry;['B'];['B'];['A'];;;;;;['0'];;['0']
Multimedia;Formal Languages and Automata Theory;Computer Vision and Pattern Recognition;['0'];['B'];['A'];;;;;;['B'];;['0']
Multimedia;Formal Languages and Automata Theory;Systems and Control;['0'];;;['0'];['0'];;['0'];;['B'];;
Multimedia;Graphics;Information Retrieval;['A'];;;;;['A'];;['A'];['B'];['A'];
Multimedia;Graphics;Networking and Internet Architecture;['A'];;;;;['A'];;['A'];['A'];['A'];
Multimedia;Hardware Architecture;Databases;['B'];;;['0'];['0'];;['0'];;['A'];;
Multimedia;Hardware Architecture;Discrete Mathematics;['B'];['0'];['0'];;;;;;['A'];;['0']
Multimedia;Hardware Architecture;Formal Languages and Automata Theory;['0'];['0'];['B'];;;;;;['A'];;['0']
Multimedia;Hardware Architecture;Machine Learning;['0'];;;;;['0'];;['B'];['B'];['0'];
Multimedia;Hardware Architecture;Software Engineering;['0'];['B'];['B'];;;;;;['A'];;['0']
